WellID	PlateID	Column	Row	i5	i7
Plate4_E8	4	8	E	i5_F20_515rcbc844	i7_R5_515rcbc388
Plate4_F8	4	8	F	i5_F20_515rcbc844	i7_R6_515rcbc408
Plate4_G8	4	8	G	i5_F20_515rcbc844	i7_R7_515rcbc417
Plate4_H8	4	8	H	i5_F20_515rcbc844	i7_R8_515rcbc829
Plate4_A9	4	9	A	i5_F21_515rcbc858	i7_R1_515rcbc105
Plate4_B9	4	9	B	i5_F21_515rcbc858	i7_R2_515rcbc158
Plate4_C9	4	9	C	i5_F21_515rcbc858	i7_R3_515rcbc263
Plate4_D9	4	9	D	i5_F21_515rcbc858	i7_R4_515rcbc370
Plate4_E9	4	9	E	i5_F21_515rcbc858	i7_R5_515rcbc388
Plate4_F9	4	9	F	i5_F21_515rcbc858	i7_R6_515rcbc408
Plate4_G9	4	9	G	i5_F21_515rcbc858	i7_R7_515rcbc417
Plate4_H9	4	9	H	i5_F21_515rcbc858	i7_R8_515rcbc829
Plate4_A10	4	10	A	i5_F22_515rcbc867	i7_R1_515rcbc105
Plate4_B10	4	10	B	i5_F22_515rcbc867	i7_R2_515rcbc158
Plate4_C10	4	10	C	i5_F22_515rcbc867	i7_R3_515rcbc263
Plate4_D10	4	10	D	i5_F22_515rcbc867	i7_R4_515rcbc370
Plate4_E10	4	10	E	i5_F22_515rcbc867	i7_R5_515rcbc388
Plate4_F10	4	10	F	i5_F22_515rcbc867	i7_R6_515rcbc408
Plate4_G10	4	10	G	i5_F22_515rcbc867	i7_R7_515rcbc417
Plate4_H10	4	10	H	i5_F22_515rcbc867	i7_R8_515rcbc829
Plate4_A11	4	11	A	i5_F23_515rcbc885	i7_R1_515rcbc105
Plate4_B11	4	11	B	i5_F23_515rcbc885	i7_R2_515rcbc158
Plate4_C11	4	11	C	i5_F23_515rcbc885	i7_R3_515rcbc263
Plate4_D11	4	11	D	i5_F23_515rcbc885	i7_R4_515rcbc370
Plate4_E11	4	11	E	i5_F23_515rcbc885	i7_R5_515rcbc388
Plate4_F11	4	11	F	i5_F23_515rcbc885	i7_R6_515rcbc408
Plate4_G11	4	11	G	i5_F23_515rcbc885	i7_R7_515rcbc417
Plate4_H11	4	11	H	i5_F23_515rcbc885	i7_R8_515rcbc829
Plate4_A12	4	12	A	i5_F24_515rcbc925	i7_R1_515rcbc105
Plate4_B12	4	12	B	i5_F24_515rcbc925	i7_R2_515rcbc158
Plate4_C12	4	12	C	i5_F24_515rcbc925	i7_R3_515rcbc263
Plate4_D12	4	12	D	i5_F24_515rcbc925	i7_R4_515rcbc370
Plate4_E12	4	12	E	i5_F24_515rcbc925	i7_R5_515rcbc388
Plate4_F12	4	12	F	i5_F24_515rcbc925	i7_R6_515rcbc408
Plate4_G12	4	12	G	i5_F24_515rcbc925	i7_R7_515rcbc417
Plate4_H12	4	12	H	i5_F24_515rcbc925	i7_R8_515rcbc829
Plate5_A1	5	1	A	i5_F13_515rcbc258	i7_R9_515rcbc262
Plate5_B1	5	1	B	i5_F13_515rcbc258	i7_R10_515rcbc307
Plate5_C1	5	1	C	i5_F13_515rcbc258	i7_R11_515rcbc380
Plate5_D1	5	1	D	i5_F13_515rcbc258	i7_R12_515rcbc507
Plate5_E1	5	1	E	i5_F13_515rcbc258	i7_R13_515rcbc552
Plate5_F1	5	1	F	i5_F13_515rcbc258	i7_R14_515rcbc633
Plate5_G1	5	1	G	i5_F13_515rcbc258	i7_R15_515rcbc794
Plate5_H1	5	1	H	i5_F13_515rcbc258	i7_R16_515rcbc850
Plate5_A2	5	2	A	i5_F14_515rcbc277	i7_R9_515rcbc262
Plate5_B2	5	2	B	i5_F14_515rcbc277	i7_R10_515rcbc307
Plate5_C2	5	2	C	i5_F14_515rcbc277	i7_R11_515rcbc380
Plate5_D2	5	2	D	i5_F14_515rcbc277	i7_R12_515rcbc507
Plate5_E2	5	2	E	i5_F14_515rcbc277	i7_R13_515rcbc552
Plate5_F2	5	2	F	i5_F14_515rcbc277	i7_R14_515rcbc633
Plate5_G2	5	2	G	i5_F14_515rcbc277	i7_R15_515rcbc794
Plate5_H2	5	2	H	i5_F14_515rcbc277	i7_R16_515rcbc850
Plate5_A3	5	3	A	i5_F15_515rcbc472	i7_R9_515rcbc262
Plate5_B3	5	3	B	i5_F15_515rcbc472	i7_R10_515rcbc307
Plate5_C3	5	3	C	i5_F15_515rcbc472	i7_R11_515rcbc380
Plate5_D3	5	3	D	i5_F15_515rcbc472	i7_R12_515rcbc507
Plate5_E3	5	3	E	i5_F15_515rcbc472	i7_R13_515rcbc552
Plate5_F3	5	3	F	i5_F15_515rcbc472	i7_R14_515rcbc633
Plate5_G3	5	3	G	i5_F15_515rcbc472	i7_R15_515rcbc794
Plate5_H3	5	3	H	i5_F15_515rcbc472	i7_R16_515rcbc850
Plate5_A4	5	4	A	i5_F16_515rcbc707	i7_R9_515rcbc262
Plate5_B4	5	4	B	i5_F16_515rcbc707	i7_R10_515rcbc307
Plate5_C4	5	4	C	i5_F16_515rcbc707	i7_R11_515rcbc380
Plate5_D4	5	4	D	i5_F16_515rcbc707	i7_R12_515rcbc507
Plate5_E4	5	4	E	i5_F16_515rcbc707	i7_R13_515rcbc552
Plate5_F4	5	4	F	i5_F16_515rcbc707	i7_R14_515rcbc633
Plate5_G4	5	4	G	i5_F16_515rcbc707	i7_R15_515rcbc794
Plate5_H4	5	4	H	i5_F16_515rcbc707	i7_R16_515rcbc850
Plate5_A5	5	5	A	i5_F17_515rcbc762	i7_R9_515rcbc262
Plate5_B5	5	5	B	i5_F17_515rcbc762	i7_R10_515rcbc307
Plate5_C5	5	5	C	i5_F17_515rcbc762	i7_R11_515rcbc380
Plate5_D5	5	5	D	i5_F17_515rcbc762	i7_R12_515rcbc507
Plate5_E5	5	5	E	i5_F17_515rcbc762	i7_R13_515rcbc552
Plate5_F5	5	5	F	i5_F17_515rcbc762	i7_R14_515rcbc633
Plate5_G5	5	5	G	i5_F17_515rcbc762	i7_R15_515rcbc794
Plate5_H5	5	5	H	i5_F17_515rcbc762	i7_R16_515rcbc850
Plate5_A6	5	6	A	i5_F18_515rcbc797	i7_R9_515rcbc262
Plate5_B6	5	6	B	i5_F18_515rcbc797	i7_R10_515rcbc307
Plate5_C6	5	6	C	i5_F18_515rcbc797	i7_R11_515rcbc380
Plate5_D6	5	6	D	i5_F18_515rcbc797	i7_R12_515rcbc507
Plate5_E6	5	6	E	i5_F18_515rcbc797	i7_R13_515rcbc552
Plate5_F6	5	6	F	i5_F18_515rcbc797	i7_R14_515rcbc633
Plate5_G6	5	6	G	i5_F18_515rcbc797	i7_R15_515rcbc794
Plate5_H6	5	6	H	i5_F18_515rcbc797	i7_R16_515rcbc850
Plate5_A7	5	7	A	i5_F19_515rcbc800	i7_R9_515rcbc262
Plate5_B7	5	7	B	i5_F19_515rcbc800	i7_R10_515rcbc307
Plate5_C7	5	7	C	i5_F19_515rcbc800	i7_R11_515rcbc380
Plate5_D7	5	7	D	i5_F19_515rcbc800	i7_R12_515rcbc507
Plate5_E7	5	7	E	i5_F19_515rcbc800	i7_R13_515rcbc552
Plate5_F7	5	7	F	i5_F19_515rcbc800	i7_R14_515rcbc633
Plate5_G7	5	7	G	i5_F19_515rcbc800	i7_R15_515rcbc794
Plate5_H7	5	7	H	i5_F19_515rcbc800	i7_R16_515rcbc850
Plate5_A8	5	8	A	i5_F20_515rcbc844	i7_R9_515rcbc262
Plate5_B8	5	8	B	i5_F20_515rcbc844	i7_R10_515rcbc307
Plate5_C8	5	8	C	i5_F20_515rcbc844	i7_R11_515rcbc380
Plate5_D8	5	8	D	i5_F20_515rcbc844	i7_R12_515rcbc507
Plate5_E8	5	8	E	i5_F20_515rcbc844	i7_R13_515rcbc552
Plate5_F8	5	8	F	i5_F20_515rcbc844	i7_R14_515rcbc633
Plate5_G8	5	8	G	i5_F20_515rcbc844	i7_R15_515rcbc794
Plate5_H8	5	8	H	i5_F20_515rcbc844	i7_R16_515rcbc850
Plate5_A9	5	9	A	i5_F21_515rcbc858	i7_R9_515rcbc262
Plate5_B9	5	9	B	i5_F21_515rcbc858	i7_R10_515rcbc307
Plate5_C9	5	9	C	i5_F21_515rcbc858	i7_R11_515rcbc380
Plate5_D9	5	9	D	i5_F21_515rcbc858	i7_R12_515rcbc507
Plate5_E9	5	9	E	i5_F21_515rcbc858	i7_R13_515rcbc552
Plate5_F9	5	9	F	i5_F21_515rcbc858	i7_R14_515rcbc633
Plate5_G9	5	9	G	i5_F21_515rcbc858	i7_R15_515rcbc794
Plate5_H9	5	9	H	i5_F21_515rcbc858	i7_R16_515rcbc850
Plate5_A10	5	10	A	i5_F22_515rcbc867	i7_R9_515rcbc262
Plate5_B10	5	10	B	i5_F22_515rcbc867	i7_R10_515rcbc307
Plate5_C10	5	10	C	i5_F22_515rcbc867	i7_R11_515rcbc380
Plate5_D10	5	10	D	i5_F22_515rcbc867	i7_R12_515rcbc507
Plate5_E10	5	10	E	i5_F22_515rcbc867	i7_R13_515rcbc552
Plate5_F10	5	10	F	i5_F22_515rcbc867	i7_R14_515rcbc633
Plate5_G10	5	10	G	i5_F22_515rcbc867	i7_R15_515rcbc794
Plate5_H10	5	10	H	i5_F22_515rcbc867	i7_R16_515rcbc850
Plate5_A11	5	11	A	i5_F23_515rcbc885	i7_R9_515rcbc262
Plate5_B11	5	11	B	i5_F23_515rcbc885	i7_R10_515rcbc307
Plate5_C11	5	11	C	i5_F23_515rcbc885	i7_R11_515rcbc380
Plate5_D11	5	11	D	i5_F23_515rcbc885	i7_R12_515rcbc507
Plate5_E11	5	11	E	i5_F23_515rcbc885	i7_R13_515rcbc552
Plate5_F11	5	11	F	i5_F23_515rcbc885	i7_R14_515rcbc633
Plate5_G11	5	11	G	i5_F23_515rcbc885	i7_R15_515rcbc794
Plate5_H11	5	11	H	i5_F23_515rcbc885	i7_R16_515rcbc850
Plate5_A12	5	12	A	i5_F24_515rcbc925	i7_R9_515rcbc262
Plate5_B12	5	12	B	i5_F24_515rcbc925	i7_R10_515rcbc307
Plate5_C12	5	12	C	i5_F24_515rcbc925	i7_R11_515rcbc380
Plate5_D12	5	12	D	i5_F24_515rcbc925	i7_R12_515rcbc507
Plate5_E12	5	12	E	i5_F24_515rcbc925	i7_R13_515rcbc552
Plate5_F12	5	12	F	i5_F24_515rcbc925	i7_R14_515rcbc633
Plate5_G12	5	12	G	i5_F24_515rcbc925	i7_R15_515rcbc794
Plate5_H12	5	12	H	i5_F24_515rcbc925	i7_R16_515rcbc850
Plate6_A1	6	1	A	i5_F13_515rcbc258	i7_R17_515rcbc2
Plate6_B1	6	1	B	i5_F13_515rcbc258	i7_R18_515rcbc257
Plate6_C1	6	1	C	i5_F13_515rcbc258	i7_R19_515rcbc364
Plate6_D1	6	1	D	i5_F13_515rcbc258	i7_R20_515rcbc406
Plate6_E1	6	1	E	i5_F13_515rcbc258	i7_R21_515rcbc773
Plate6_F1	6	1	F	i5_F13_515rcbc258	i7_R22_515rcbc877
Plate6_G1	6	1	G	i5_F13_515rcbc258	i7_R23_515rcbc892
Plate6_H1	6	1	H	i5_F13_515rcbc258	i7_R24_515rcbc959
Plate6_A2	6	2	A	i5_F14_515rcbc277	i7_R17_515rcbc2
Plate6_B2	6	2	B	i5_F14_515rcbc277	i7_R18_515rcbc257
Plate6_C2	6	2	C	i5_F14_515rcbc277	i7_R19_515rcbc364
Plate6_D2	6	2	D	i5_F14_515rcbc277	i7_R20_515rcbc406
Plate6_E2	6	2	E	i5_F14_515rcbc277	i7_R21_515rcbc773
Plate6_F2	6	2	F	i5_F14_515rcbc277	i7_R22_515rcbc877
Plate6_G2	6	2	G	i5_F14_515rcbc277	i7_R23_515rcbc892
Plate6_H2	6	2	H	i5_F14_515rcbc277	i7_R24_515rcbc959
Plate6_A3	6	3	A	i5_F15_515rcbc472	i7_R17_515rcbc2
Plate6_B3	6	3	B	i5_F15_515rcbc472	i7_R18_515rcbc257
Plate6_C3	6	3	C	i5_F15_515rcbc472	i7_R19_515rcbc364
Plate6_D3	6	3	D	i5_F15_515rcbc472	i7_R20_515rcbc406
Plate6_E3	6	3	E	i5_F15_515rcbc472	i7_R21_515rcbc773
Plate6_F3	6	3	F	i5_F15_515rcbc472	i7_R22_515rcbc877
Plate6_G3	6	3	G	i5_F15_515rcbc472	i7_R23_515rcbc892
Plate6_H3	6	3	H	i5_F15_515rcbc472	i7_R24_515rcbc959
Plate6_A4	6	4	A	i5_F16_515rcbc707	i7_R17_515rcbc2
Plate6_B4	6	4	B	i5_F16_515rcbc707	i7_R18_515rcbc257
Plate6_C4	6	4	C	i5_F16_515rcbc707	i7_R19_515rcbc364
Plate6_D4	6	4	D	i5_F16_515rcbc707	i7_R20_515rcbc406
Plate6_E4	6	4	E	i5_F16_515rcbc707	i7_R21_515rcbc773
Plate6_F4	6	4	F	i5_F16_515rcbc707	i7_R22_515rcbc877
Plate6_G4	6	4	G	i5_F16_515rcbc707	i7_R23_515rcbc892
Plate6_H4	6	4	H	i5_F16_515rcbc707	i7_R24_515rcbc959
Plate6_A5	6	5	A	i5_F17_515rcbc762	i7_R17_515rcbc2
Plate6_B5	6	5	B	i5_F17_515rcbc762	i7_R18_515rcbc257
Plate6_C5	6	5	C	i5_F17_515rcbc762	i7_R19_515rcbc364
Plate6_D5	6	5	D	i5_F17_515rcbc762	i7_R20_515rcbc406
Plate6_E5	6	5	E	i5_F17_515rcbc762	i7_R21_515rcbc773
Plate6_F5	6	5	F	i5_F17_515rcbc762	i7_R22_515rcbc877
Plate6_G5	6	5	G	i5_F17_515rcbc762	i7_R23_515rcbc892
Plate6_H5	6	5	H	i5_F17_515rcbc762	i7_R24_515rcbc959
Plate6_A6	6	6	A	i5_F18_515rcbc797	i7_R17_515rcbc2
Plate6_B6	6	6	B	i5_F18_515rcbc797	i7_R18_515rcbc257
Plate6_C6	6	6	C	i5_F18_515rcbc797	i7_R19_515rcbc364
Plate6_D6	6	6	D	i5_F18_515rcbc797	i7_R20_515rcbc406
Plate6_E6	6	6	E	i5_F18_515rcbc797	i7_R21_515rcbc773
Plate6_F6	6	6	F	i5_F18_515rcbc797	i7_R22_515rcbc877
Plate6_G6	6	6	G	i5_F18_515rcbc797	i7_R23_515rcbc892
Plate6_H6	6	6	H	i5_F18_515rcbc797	i7_R24_515rcbc959
Plate6_A7	6	7	A	i5_F19_515rcbc800	i7_R17_515rcbc2
Plate6_B7	6	7	B	i5_F19_515rcbc800	i7_R18_515rcbc257
Plate6_C7	6	7	C	i5_F19_515rcbc800	i7_R19_515rcbc364
Plate6_D7	6	7	D	i5_F19_515rcbc800	i7_R20_515rcbc406
Plate6_E7	6	7	E	i5_F19_515rcbc800	i7_R21_515rcbc773
Plate6_F7	6	7	F	i5_F19_515rcbc800	i7_R22_515rcbc877
Plate6_G7	6	7	G	i5_F19_515rcbc800	i7_R23_515rcbc892
Plate6_H7	6	7	H	i5_F19_515rcbc800	i7_R24_515rcbc959
Plate6_A8	6	8	A	i5_F20_515rcbc844	i7_R17_515rcbc2
Plate6_B8	6	8	B	i5_F20_515rcbc844	i7_R18_515rcbc257
Plate6_C8	6	8	C	i5_F20_515rcbc844	i7_R19_515rcbc364
Plate6_D8	6	8	D	i5_F20_515rcbc844	i7_R20_515rcbc406
Plate6_E8	6	8	E	i5_F20_515rcbc844	i7_R21_515rcbc773
Plate6_F8	6	8	F	i5_F20_515rcbc844	i7_R22_515rcbc877
Plate6_G8	6	8	G	i5_F20_515rcbc844	i7_R23_515rcbc892
Plate6_H8	6	8	H	i5_F20_515rcbc844	i7_R24_515rcbc959
Plate6_A9	6	9	A	i5_F21_515rcbc858	i7_R17_515rcbc2
Plate6_B9	6	9	B	i5_F21_515rcbc858	i7_R18_515rcbc257
Plate6_C9	6	9	C	i5_F21_515rcbc858	i7_R19_515rcbc364
Plate6_D9	6	9	D	i5_F21_515rcbc858	i7_R20_515rcbc406
Plate6_E9	6	9	E	i5_F21_515rcbc858	i7_R21_515rcbc773
Plate6_F9	6	9	F	i5_F21_515rcbc858	i7_R22_515rcbc877
Plate6_G9	6	9	G	i5_F21_515rcbc858	i7_R23_515rcbc892
Plate6_H9	6	9	H	i5_F21_515rcbc858	i7_R24_515rcbc959
Plate6_A10	6	10	A	i5_F22_515rcbc867	i7_R17_515rcbc2
Plate6_B10	6	10	B	i5_F22_515rcbc867	i7_R18_515rcbc257
Plate6_C10	6	10	C	i5_F22_515rcbc867	i7_R19_515rcbc364
Plate6_D10	6	10	D	i5_F22_515rcbc867	i7_R20_515rcbc406
Plate6_E10	6	10	E	i5_F22_515rcbc867	i7_R21_515rcbc773
Plate6_F10	6	10	F	i5_F22_515rcbc867	i7_R22_515rcbc877
Plate6_G10	6	10	G	i5_F22_515rcbc867	i7_R23_515rcbc892
Plate6_H10	6	10	H	i5_F22_515rcbc867	i7_R24_515rcbc959
Plate6_A11	6	11	A	i5_F23_515rcbc885	i7_R17_515rcbc2
Plate6_B11	6	11	B	i5_F23_515rcbc885	i7_R18_515rcbc257
Plate6_C11	6	11	C	i5_F23_515rcbc885	i7_R19_515rcbc364
Plate6_D11	6	11	D	i5_F23_515rcbc885	i7_R20_515rcbc406
Plate6_E11	6	11	E	i5_F23_515rcbc885	i7_R21_515rcbc773
Plate6_F11	6	11	F	i5_F23_515rcbc885	i7_R22_515rcbc877
Plate6_G11	6	11	G	i5_F23_515rcbc885	i7_R23_515rcbc892
Plate6_H11	6	11	H	i5_F23_515rcbc885	i7_R24_515rcbc959
Plate6_A12	6	12	A	i5_F24_515rcbc925	i7_R17_515rcbc2
Plate6_B12	6	12	B	i5_F24_515rcbc925	i7_R18_515rcbc257
Plate6_C12	6	12	C	i5_F24_515rcbc925	i7_R19_515rcbc364
Plate6_D12	6	12	D	i5_F24_515rcbc925	i7_R20_515rcbc406
Plate6_E12	6	12	E	i5_F24_515rcbc925	i7_R21_515rcbc773
Plate6_F12	6	12	F	i5_F24_515rcbc925	i7_R22_515rcbc877
Plate6_G12	6	12	G	i5_F24_515rcbc925	i7_R23_515rcbc892
Plate6_H12	6	12	H	i5_F24_515rcbc925	i7_R24_515rcbc959
